Thiết bị y tế,WT-09 quick B. Well - Nhiệt kế điện tử ( núm vú),"250,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wt-09-quick-b-well-nhiet-ke-dien-tu-num-vu_00431.webp
Thiết bị y tế,WT- 06 flex B. Well - Nhiệt kế điện tử,"180,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wt-06-flex-b-well-nhiet-ke-dien-tu_00222.webp
Thiết bị y tế,WT- 04 standard B. Well - Nhiệt kế điện tử,"95,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wt-04-standard-b-well-nhiet-ke-dien-tu_00208.webp
Thiết bị y tế,WT-03 base B. Well - Nhiệt kế điện tử,"60,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wt-03-base-b-well-nhiet-ke-dien-tu_00800.webp
Thiết bị y tế,WS- 3 B. Well - Ống nghe Sprague Rappaport,"340,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/ws-3-b-well-ong-nghe-sprague-rappaport_00961.webp
Thiết bị y tế,WS- 2 B. Well - Ống nghe đầu kép,"100,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/ws-2-b-well-ong-nghe-dau-kep_00500.webp
Thiết bị y tế,MED- 61 B. Well - Máy đo huyết áp cơ,"350,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/med-61-b-well-may-do-huyet-ap-co_00624.webp
Thiết bị y tế,MED- 120 B. Well - Máy xông mũi họng,"1,200,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/med-120-b-well-may-xong-mui-hong_00682.webp
Thiết bị y tế,PRO- 115 B. Well - Máy xông mũi họng,"1,150,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/pro-115-b-well-may-xong-mui-hong_00189.webp
Thiết bị y tế,PRO-110 B. Well - Máy xông mũi họng,"880,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/pro-110-b-well-may-xong-mui-hong_00876.webp
Thiết bị y tế,WI- 912 B. Well - Máy tăm nước,"1,900,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wi-912-b-well-may-tam-nuoc_00541.webp
Thiết bị y tế,WI- 922 B. Well - Máy tăm nước,"1,900,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wi-922-b-well-may-tam-nuoc_00244.webp
Thiết bị y tế,PRO- 913 B. Well - Máy tăm nước,"1,750,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/pro-913-b-well-may-tam-nuoc_00354.webp
Thiết bị y tế,WF- 4000 B. Well - Nhiệt kế hồng ngoại,"750,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wf-4000-b-well-nhiet-ke-hong-ngoai_00703.webp
Thiết bị y tế,MED- 3000 B. Well - Nhiệt kế hồng ngoại,"720,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/med-3000-b-well-nhiet-ke-hong-ngoai_00563.webp
Thiết bị y tế,TH- 7000 B. Well - Nhiệt kế hồng ngoại,"890,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/th-7000-b-well-nhiet-ke-hong-ngoai_00926.webp
Thiết bị y tế,WF-1000 B.Well - Nhiệt kế hồng ngoại,"690,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wf-1000-bwell-nhiet-ke-hong-ngoai_00567.webp
Thiết bị y tế,WF-5000 B.Well - Nhiệt kế hồng ngoại,"1,050,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wf-5000-bwell-nhiet-ke-hong-ngoai_00271.webp
Thiết bị y tế,WA -C-M B. Well - Vòng bít bao vãi bắp tay máy đo huyết áp,"150,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/wa-c-m-b-well-vong-bit-bao-vai-bap-tay-may-do-huyet-ap_00872.webp
Thiết bị y tế,AD 53/55 B. Well - Phụ kiện dành cho máy đo huyết áp,"200,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/ad-5355-b-well-phu-kien-danh-cho-may-do-huyet-ap_00844.webp
Thiết bị y tế,AD- 155 B. Well - Phụ kiện dành cho máy đo huyết áp,"150,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/ad-155-b-well-phu-kien-danh-cho-may-do-huyet-ap_00871.webp
Thiết bị y tế,B. Well Pro- 33 - Máy đo huyết áp bắp tay,"790,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/b-well-pro-33-may-do-huyet-ap-bap-tay_00871.webp
Thiết bị y tế,B. Well Med- 57 - Máy đo huyết áp bắp tay,"920,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/b-well-med-57-may-do-huyet-ap-bap-tay_00199.webp
Thiết bị y tế,B. Well Pro- 39 - Máy đo huyết áp bắp tay,"750,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/b-well-pro-39-may-do-huyet-ap-bap-tay_00729.webp
Thiết bị y tế,B. Well Med- 55 - Máy đo huyết áp bắp tay,"1,550,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/b-well-med-55-may-do-huyet-ap-bap-tay_00811.webp
Thiết bị y tế,B. Well Med- 53 - Máy đo huyết áp bắp tay,"1,100,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/b-well-med-53-may-do-huyet-ap-bap-tay_00715.webp
Thiết bị y tế,B.Well Pro-36 - Máy đo huyết áp bắp tay,"1,100,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/bwell-pro-36-may-do-huyet-ap-bap-tay_00527.webp
Thiết bị y tế,B. Well Swiss Pro-35 - Máy đo huyết áp bắp tay,"810,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/b-well-swiss-pro-35-may-do-huyet-ap-bap-tay_00239.webp
Thiết bị y tế,Benecheck Plus 10 Que - Que thử đường huyết (Cholesterol),"320,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/benecheck-plus-10-que-que-thu-duong-huyet-cholesterol_00737.webp
Thiết bị y tế,Benecheck Plus 25 Que - Que thử đường huyết Axit Uric,"360,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/benecheck-plus-25-que-que-thu-axit-uric_00478.webp
Thiết bị y tế,Benecheck Plus 50 Que - Que thử đường huyết (Glucese),"380,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/benecheck-plus-50-que-que-thu-duong-huyet-glucese_00605.webp
Thiết bị y tế,"BeneCheck Plus - Máy đo đường huyết, mỡ máu","1,980,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/benecheck-plus-may-do-duong-huyet-mo-mau_00356.webp
Thiết bị y tế,Bông cắt Bạch Tuyết (10cm x 10cm) – 1kg,"215,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/bong-cat-bach-tuyet-10cm-x-10cm-1kg_00682.webp
Thiết bị y tế,Bông cắt Bạch Tuyết (7cm x 7cm) – 500gr,"115,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/bong-cat-bach-tuyet-7cm-x-7cm-500gr_00743.webp
Thiết bị y tế,Cool Mask Kim Sora 7 chiếc -  Khẩu trang y tế ngăn ngừa vi khuẩn,"17,500 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/cool-mask-kim-sora-7-cai-khau-trang-y-te-ngan-ngua-vi-khuan_00427.webp
Thiết bị y tế,VagiSens BioLife 2 vỉ x 5 viên - Viên đặt giảm khô âm đạo,"370,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/vagisens-biolife-2-vi-x-5-vien-vien-dat-giam-kho-am-dao_00421.webp
Thiết bị y tế,VagiCare BioLife 1 vỉ x 6 viên – Viên đặt hỗ trợ điều trị nhiễm khuẩn âm đạo,"280,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/vagicare-biolife-1-vi-x-6-vien-vien-dat-ho-tro-dieu-tri-nhiem-khuan-am-dao_00374.webp
Thiết bị y tế,"Tăm Nha Khoa Dental Flossers, Hộp 50 cái","25,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/tam-nha-khoa-dental-flossers-hop-50-cai_00693.webp
Thiết bị y tế,Bông y tế bạch tuyết 25gr,"7,000 đ",Nhà thuốc Minh Châu,https://nhathuocminhchau.com/uploads/images/no-photo-thumb.png
Thiết bị y tế,Vizulize Tired Eye Drops 15ml – giảm mệt mỏi mắt,"70,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/vizulize-tired-eye-drops-15ml-dung-dich-nho-mat_00941.webp
Thiết bị y tế,Urgosterile Urgo 5cm x 7cm 50 cái - Băng gạc tiệt trùng,"200,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/urgosterile-urgo-5cm-x-7cm-50-cai-bang-gac-tiet-trung_00935.webp
Thiết bị y tế,Kem đánh răng thảo dược Ích Nhi 50g - Vị Dâu,"35,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/kem-danh-rang-thao-duoc-ich-nhi-50g-vi-dau_00434.webp
Thiết bị y tế,Urgo Family 10 miếng - Băng cá nhân cho gia đình,"14,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/urgo-family-10-mieng-bang-ca-nhan-cho-gia-dinh_00796.webp
Thiết bị y tế,Zilgo Ag+ Adhesive Bandage 102 miếng - Băng cá nhân ion bạc kháng khuẩn,"51,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/zilgo-ag-adhesive-bandage-102-mieng-bang-ca-nhan-ion-bac-khang-khuan_00892.webp
Thiết bị y tế,Cân sức khỏe điện tử Omron HN-300T2,"1,078,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/can-suc-khoe-dien-tu-omron-hn-300t2_00147.webp
Thiết bị y tế,Sensodyne Deep Clean Toothpaste 100g - Kem đánh răng làm sạch sâu cho răng nhạy cảm,"64,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/sensodyne-deep-clean-toothpaste-100g-kem-danh-rang-lam-sach-sau-cho-rang-nhay-cam_00335.webp
Thiết bị y tế,Khẩu Trang Y Tế Trẻ Em 03 lớp - BÔNG BẠCH TUYẾT,"25,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/khau-trang-y-te-tre-em-03-lop-bong-bach-tuyet_00262.webp
Thiết bị y tế,Dụng cụ nghiền thuốc tây Metamed,"25,000 đ",Nhà thuốc Minh Châu,https://nhathuocminhchau.com/uploads/images/no-photo-thumb.png
Thiết bị y tế,Kem đánh răng LACALUT Multi Effect 75ml - Công thức 5 trong 1,"105,000 đ",Nhà thuốc Minh Châu,https://cdn.famitaa.com/uploads/noidung/thumb/kem-danh-rang-lacalut-multi-effect_00723.webp
